Position,FullName,FirstName,LastName,RawTime,RoundedTime,Year,School,Date,Meet,
9458,Evan Parkerson,Evan,Parkerson,4:42.92,4:43,So,High Point,"April 6, 2024",VertKlasse Meeting,
9459,Andrew Thames,Andrew,Thames,4:42.94,4:43,Fr,Mobile (Ala.),"March 15, 2024",South Alabama Invitational,
9460,Paul Wisnaskas,Paul,Wisnaskas,4:42.98,4:43,Jr,Northeastern,"May 11, 2024",CAA Championships,
9461,Ryan Brenner,Ryan,Brenner,4:42.98,4:43,Jr,Saginaw Valley State,"May 23, 2024",NCAA Division II Outdoor Championships,
9462,Gabriel Kotero,Gabriel,Kotero,4:43.00,4:43,Fr,Southern Nevada,"March 29, 2024",Arnie Robinson Invitational,
9463,Jeremy Ventura,Jeremy,Ventura,4:43.01,4:43,Fr,Bakersfield,"March 22, 2024",WSC North Meet,
9464,Daniel Schneider,Daniel,Schneider,4:43.01,4:43,Fr,Ave Maria (Fla.),"April 5, 2024",Hurricane Alumni Invitational,
9465,Levi Trout,Levi,Trout,4:43.01,4:43,Sr,Lourdes (Ohio),"April 13, 2024",Tiffin Track Carnival 2024,
9466,Lucas Danko,Lucas,Danko,4:43.01,4:43,So,Rochester (Mich.),"April 27, 2024",CUAA Alumni Legacy Meet,
9467,Ryan Mickle,Ryan,Mickle,4:43.03,4:43,So,Oregon Tech,"April 20, 2024",2024 Raider Invitational,
9468,Tommy Banks,Tommy,Banks,4:43.04,4:43,Fr,UA Rich Mountain (Ark.),"April 19, 2024",John McDonnell Invitational,
9469,James Cullen,James,Cullen,4:43.05,4:43,Sr,St. Norbert,"March 28, 2024",St Norbert Twilight,
9470,Devin Henderson,Devin,Henderson,4:43.07,4:43,Sr,Bryan (Tenn.),"March 23, 2024",Lee University Invitational,
9471,Arturo Ambritz,Arturo,Ambritz,4:43.09,4:43,Fr,Sacramento City (Calif.),"April 6, 2024",Sacramento State Invitational,
9472,Jackson Paramo,Jackson,Paramo,4:43.09,4:43,So,Fresno Pacific,"April 26, 2024",2024 PacWest Conference Championships,
9473,David Gamas,David,Gamas,4:43.10,4:43,Jr,Southern Nazarene,"April 18, 2024",Ford Mastin Twilight,
9474,Max Lawrence,Max,Lawrence,4:43.15,4:43,Fr,Knox,"April 25, 2024",Thursday Night Special,
9475,Connor Bacome,Connor,Bacome,4:43.18,4:43,So,Ohio State University Club,"March 30, 2024",Tiffelberg Open,
9476,Marcus Leitzen,Marcus,Leitzen,4:43.18,4:43,So,Loras,"April 20, 2024",Meet of Champions,
9477,Connor Byrd,Connor,Byrd,4:43.20,4:43,Fr,Midway (Ky.),"March 16, 2024",Asbury Open,
9478,Edgar Campre,Edgar,Campre,4:43.20,4:43,So,Miami (Fla.),"June 8, 2024",NCAA Division I Outdoor Championships,
9479,James Frigstad,James,Frigstad,4:43.26,4:43,Sr,Concordia-St. Paul,"April 12, 2024",Minnesota State Open,
9480,Raul Ortiz,Raul,Ortiz,4:43.26,4:43,Jr,Roosevelt (Ill.),"April 13, 2024",ONU Tiger Open,
9481,Max Pendley,Max,Pendley,4:43.32,4:43,Fr,Vincennes (Ind.),"April 19, 2024",Indiana Little State Invitational,
9482,Eric Johnson,Eric,Johnson,4:43.33,4:43,So,"King""s College (Pa.)","April 5, 2024",Misericordia Twilight,
9483,Alexander Scheer,Alexander,Scheer,4:43.33,4:43,Fr,Hilbert,"May 4, 2024",United East (UEC) Track andand Field Championships,
9484,Haden Kirkham,Haden,Kirkham,4:43.35,4:43,Fr,Ohio Wesleyan,"March 30, 2024",Tiffelberg Open,
9485,Maahin Rehman,Maahin,Rehman,4:43.38,4:43,Sr,Assumption,"April 27, 2024",Skyhawk Invitational (outdoor),
9486,Kaden Hennessey,Kaden,Hennessey,4:43.39,4:43,Fr,Montana Western,"April 20, 2024",Montana Open,
9487,Luke Rotman,Luke,Rotman,4:43.40,4:43,So,Trinity Christian (Ill.),"April 13, 2024",ONU Tiger Open,
9488,Benjamin Kellum,Benjamin,Kellum,4:43.41,4:43,So,RCSJ Gloucester (N.J.),"March 30, 2024",Osprey Open,
9489,Mason Natalini,Mason,Natalini,4:43.41,4:43,So,Penn State Scranton,"April 27, 2024",USCAA National Championship,
9490,Chris Marroquin,Chris,Marroquin,4:43.42,4:43,Fr,North Iowa Area CC,"April 20, 2024",DeBacker Invitational,
9491,Alek Buler,Alek,Buler,4:43.43,4:43,Fr,York (Pa.),"April 17, 2024",Shippensburg University Mid-Week PR Bonanza Meet,
9492,Ben Gosselink,Ben,Gosselink,4:43.45,4:43,Fr,Dordt (Iowa),"March 28, 2024",Wayne State Invite,
9493,Zack Duda,Zack,Duda,4:43.45,4:43,Sr,Slippery Rock,"May 3, 2024",PSAC Outdoor Championships,
9494,Victor Petrov,Victor,Petrov,4:43.46,4:43,So,Texas State,"March 29, 2024",Bobcat Invitational,
9495,Will Austin,Will,Austin,4:43.47,4:43,Fr,St. John Fisher,"April 12, 2024",Brockport Multi and Invitational,
9496,Avery Brown,Avery,Brown,4:43.47,4:43,Fr,Longwood,"April 13, 2024",Dennis Craddock Coaches Classic,
9497,Jon Brauman,Jon,Brauman,4:43.47,4:43,Fr,Monmouth (Ill.),"April 20, 2024",Meet of Champions,
9498,Jonathan Furio,Jonathan,Furio,4:43.49,4:43,Fr,Nova Southeastern,"February 17, 2024",Tampa Spartans Open,
9499,Chris Sierra-Rodriguez,Chris,Sierra-Rodriguez,4:43.50,4:44,Jr,Santa Monica (Calif.),"March 8, 2024",2024 LBCC Viking Invitational,
9500,Connor Partin,Connor,Partin,4:43.50,4:44,Fr,Union (Ky.),"March 30, 2024",56th Annual Centre College Track & Field Invitational,
9501,Basheer Suied,Basheer,Suied,4:43.50,4:44,Jr,Northwestern Oklahoma State,"April 4, 2024",Friends University Spring Open,
9502,Brad Thomas,Brad,Thomas,4:43.53,4:44,Jr,UC Santa Barbara,"March 6, 2024","2024 UCSB Multi""s & Invitational",
9503,Tristan Mlynarek,Tristan,Mlynarek,4:43.54,4:44,Jr,Thiel,"April 26, 2024",2024 PAC T&F Championship,
9504,Jack Hayes,Jack,Hayes,4:43.56,4:44,Fr,Tiffin,"April 6, 2024",Akron Northeast Ohio Open,
9505,Noel Spence,Noel,Spence,4:43.57,4:44,So,South Dakota,"May 10, 2024",Summit League T&F Outdoor Championship,
9506,Andrew Heinrichs,Andrew,Heinrichs,4:43.60,4:44,Jr,York (Neb.),"May 10, 2024",NCCAA Track and Field,
9507,Baba Cisse,Baba,Cisse,4:43.62,4:44,Fr,Lewis & Clark,"March 2, 2024",Ed Boitano Invitational,
9508,Caleb Burns,Caleb,Burns,4:43.66,4:44,So,Lake Erie,"March 30, 2024",Tiffelberg Open,
9509,Noah Platz,Noah,Platz,4:43.66,4:44,Fr,Corban (Ore.),"April 20, 2024",2024 Raider Invitational,
9510,Nick Hunkins,Nick,Hunkins,4:43.66,4:44,Fr,Columbia (Mo.),"April 21, 2024",Dewey Allgood,
9511,Jami Schlueter,Jami,Schlueter,4:43.69,4:44,Jr,Washington,"June 8, 2024",NCAA Division I Outdoor Championships,
9512,Steven Silva,Steven,Silva,4:43.70,4:44,Fr,Butte (Calif.),"February 24, 2024",Butte Opener,
9513,Corbin Cornelius,Corbin,Cornelius,4:43.70,4:44,Sr,Jamestown (N.D.),"April 20, 2024",Dewey Donat Classic ,
9514,Aiden Hesseltine,Aiden,Hesseltine,4:43.73,4:44,Fr,SUNY New Paltz,"April 26, 2024",Vassar April Twilight,
9515,Eniah Boseman,Eniah,Boseman,4:43.75,4:44,Fr,Rocky Mountain (Mont.),"April 5, 2024",2024 Whitworth Peace Meet,
9516,Glenver Stuart,Glenver,Stuart,4:43.76,4:44,Jr,York (N.Y.),"March 30, 2024",The Big Hurt,
9517,Jonathan Litscher,Jonathan,Litscher,4:43.76,4:44,Fr,Union (Tenn.),"April 7, 2024",Rhodes 7-way Invitational,
9518,Michael Cessna,Michael,Cessna,4:43.76,4:44,Jr,Sioux Falls,"April 24, 2024",Mount Marty Twilight,
9519,Camron Myers,Camron,Myers,4:43.77,4:44,Fr,Southeast (Neb.) CC,"April 19, 2024",Jim Dutcher Classic,
9520,James Lee,James,Lee,4:43.77,4:44,So,Bethany (Kan.),"April 19, 2024",KWU Distance Carnival,
9521,Oliver Rose,Oliver,Rose,4:43.77,4:44,Fr,Virginia Tech Club,"April 20, 2024",WildCat Invitational,
9522,Robert Belf III,Robert,Belf III,4:43.78,4:44,Fr,Albion,"May 2, 2024",MIAA Championships,
9523,Evan Howe,Evan,Howe,4:43.80,4:44,Jr,SUNY Plattsburgh,"April 11, 2024",RPI Friday Night Under the Lights,
9524,Cullen Worth,Cullen,Worth,4:43.81,4:44,Fr,Haverford,"April 5, 2024",Ursinus T&F Invitational,
9525,Adam Justin,Adam,Justin,4:43.82,4:44,Sr,University of Minnesota Club,"April 20, 2024",Holst Invitational,
9526,Caleb Bradley,Caleb,Bradley,4:43.86,4:44,Sr,Bridgewater (Va.),"March 15, 2024",WLU Carnival,
9527,Thomas Dittmer,Thomas,Dittmer,4:43.87,4:44,Fr,Franciscan,"March 22, 2024",Amy Adams Memorial Invitational,
9528,Samuel Whitcomb,Samuel,Whitcomb,4:43.88,4:44,So,WVU Tech,"March 30, 2024",Don Frail Invitational,
9529,Drake Hamm,Drake,Hamm,4:43.88,4:44,Fr,William Penn (Iowa),"April 13, 2024",Mount Mercy Distance Carnival,
9530,Kyle Savannah,Kyle,Savannah,4:43.90,4:44,Sr,FDU Florham,"April 27, 2024",Monarch Open,
9531,Tyler Miller,Tyler,Miller,4:43.91,4:44,-,Berry,"April 12, 2024",Berry Field Day Invitatinal,
9532,Caden Clark,Caden,Clark,4:43.93,4:44,Fr,Manchester,"April 6, 2024",Manchester Invitational,
9533,Dylan Bartness,Dylan,Bartness,4:43.97,4:44,Jr,"Saint John""s (Minn.)","April 27, 2024",Drake Alternative,
9534,Phoenix Satterfield,Phoenix,Satterfield,4:43.98,4:44,Jr,Morehouse,"March 9, 2024",CAU Panther Track and Field Classic Meet,
9535,Jordan Beggs,Jordan,Beggs,4:43.98,4:44,Fr,Malone,"April 12, 2024",John Homon Invitational,
9536,Lucas Harr,Lucas,Harr,4:43.99,4:44,Jr,Dakota State (S.D.),"May 3, 2024",USD Tune Up,
9537,Caleb Munson,Caleb,Munson,4:44.02,4:44,Fr,Martin Luther,"May 4, 2024",UMAC Outdoor Championship,
9538,Cullen Krogh,Cullen,Krogh,4:44.03,4:44,Jr,Carthage,"April 13, 2024",Wheaton College Invitational,
9539,Josiah Crochet,Josiah,Crochet,4:44.04,4:44,So,Merritt (Calif.),"March 8, 2024",2024 Jack Albiani Invitational @ Modesto JC,
9540,Arpi Kovacs,Arpi,Kovacs,4:44.05,4:44,Fr,John Brown (Ark.),"March 29, 2024",SBU Bearcat Invitational,
9541,Aaron Medrano,Aaron,Medrano,4:44.05,4:44,Jr,Northwestern Oklahoma State,"April 4, 2024",Friends University Spring Open,
9542,Edward Valdovinos,Edward,Valdovinos,4:44.05,4:44,So,Mt. San Antonio,"April 6, 2024",Triton Invitational,
9543,BJ Utt,BJ,Utt,4:44.13,4:44,Sr,Glenville State,"April 19, 2024",Jasmine Claggett Memorial Meet,
9544,Joshua Abrenica,Joshua,Abrenica,4:44.14,4:44,Jr,SF State,"March 9, 2024",Occidental Distance Carnival & Spring Break Classic,
9545,Jaden Koon,Jaden,Koon,4:44.14,4:44,Jr,Montana State-Northern,"April 4, 2024",Providence Open,
9546,Kyle Havens,Kyle,Havens,4:44.14,4:44,Fr,Roberts Wesleyan,"April 12, 2024",Brockport Multi and Invitational,
9547,Eduardo Torres,Eduardo,Torres,4:44.18,4:44,Fr,Franciscan,"April 12, 2024",Westminster (Pa) Invitational,
9548,Alex Lerum,Alex,Lerum,4:44.19,4:44,Sr,Concordia Moorhead,"April 6, 2024",Hamline Invitational,
9549,Daniel Catano,Daniel,Catano,4:44.20,4:44,Jr,Farmingdale State,"April 7, 2024",Coach O Invite,
9550,Adin DeJesus,Adin,DeJesus,4:44.21,4:44,Fr,Brevard (N.C.),"March 2, 2024",Susan Rouse Invte,
9551,Colby james Elwell,Colby,james Elwell,4:44.31,4:44,Jr,SUNY Maritime College,"April 7, 2024",Coach O Invite,
9552,Charles OBlock,Charles,OBlock,4:44.31,4:44,Jr,Houston,"April 11, 2024",2024 Bryan Clay Invitational,
9553,Nicholas Nance,Nicholas,Nance,4:44.31,4:44,So,Long Beach City (Calif.),"April 13, 2024",UCLA Legends Invitational,
9554,Ethan Chambers,Ethan,Chambers,4:44.31,4:44,Jr,Ursinus,"May 4, 2024",Centennial Conference Outdoor Championships,
9555,Emanuel Resto Arguelles,Emanuel,Resto Arguelles,4:44.35,4:44,-,University of Connecticut Club,"April 20, 2024",Eastern Edmondson Classic,
9556,David Burnshaw,David,Burnshaw,4:44.37,4:44,So,West Chester,"March 30, 2024",Danny Curran Invite,
9557,Isaiah Jimenez,Isaiah,Jimenez,4:44.42,4:44,Fr,Dodge City (Kan.) CC,"March 23, 2024",Mark Phillips Tiger Open,
9558,Gage Guenin,Gage,Guenin,4:44.42,4:44,Jr,Anderson (Ind.),"April 13, 2024",Indiana DIII Championships,
9559,Gavin Weddington,Gavin,Weddington,4:44.43,4:44,So,Morehouse,"March 9, 2024",CAU Panther Track and Field Classic Meet,
9560,Gustav Strenge,Gustav,Strenge,4:44.49,4:44,Sr,Concordia Chicago,"May 3, 2024",NACC Outdoor Championships,
9561,Noah Vernick,Noah,Vernick,4:44.50,4:45,Jr,Connecticut College,"March 23, 2024",Wesleyan - Swanson Invitational,
9562,Mitch Stegeman,Mitch,Stegeman,4:44.51,4:45,Sr,UW-Eau Claire,"May 23, 2024",NCAA Division III Outdoor Track & Field Championships,
9563,Caden Birch,Caden,Birch,4:44.55,4:45,Fr,Millsaps,"April 6, 2024",Harding Bison Open,
9564,Joseph Pecoraro,Joseph,Pecoraro,4:44.56,4:45,So,Le Moyne C (NY),"April 20, 2024",UB Alumni Invitational,
9565,Aaron Sullivan,Aaron,Sullivan,4:44.57,4:45,Fr,Sacred Heart,"April 14, 2024",Merrimack Alumni Classic,
9566,John Saine,John,Saine,4:44.58,4:45,Sr,SAGU (Texas),"March 9, 2024",UTA Invitational,
9567,Tysen Grinde,Tysen,Grinde,4:44.58,4:45,Fr,Dakota State (S.D.),"April 24, 2024",Drake Relays (College),
9568,Brian Solly,Brian,Solly,4:44.60,4:45,So,Elizabethtown,"April 5, 2024",41st Millersville Metrics Sponsored by Penn Medicine LGH Sports Med,
9569,Cael Owen,Cael,Owen,4:44.60,4:45,Fr,Lycoming,"April 5, 2024",Misericordia Twilight,
9570,Matthew Lunsford,Matthew,Lunsford,4:44.60,4:45,So,Illinois Wesleyan,"April 13, 2024",Greenville Select Meet,
9571,Michael Cervantes,Michael,Cervantes,4:44.61,4:45,Fr,Nassau (N.Y.) CC,"April 13, 2024",Mid-Atlantic JUCO Invitational,
9572,Leo Neugebauer,Leo,Neugebauer,4:44.61,4:45,Sr,Texas,"June 8, 2024",NCAA Division I Outdoor Championships,
9573,Edwin Dominguez,Edwin,Dominguez,4:44.63,4:45,Fr,Santa Monica (Calif.),"March 8, 2024",2024 LBCC Viking Invitational,
9574,Ayden Walaskay,Ayden,Walaskay,4:44.63,4:45,Fr,Lawrence Tech (Mich.),"March 23, 2024",Lee University Invitational,
9575,Hayden Crippen,Hayden,Crippen,4:44.64,4:45,Fr,Cuyamaca (Calif.),"April 6, 2024",Triton Invitational,
9576,Colby Capps,Colby,Capps,4:44.64,4:45,Fr,Western Carolina,"April 13, 2024",Duke Invitational,
9577,Austin Drolett,Austin,Drolett,4:44.66,4:45,So,Lansing (Mich.) CC,"April 25, 2024",GVSU Extra Weekend Meet,
9578,Keenan Gosselin,Keenan,Gosselin,4:44.67,4:45,Fr,RIT,"May 3, 2024",Liberty League Outdoor Championships,
9579,Colin Kaster,Colin,Kaster,4:44.71,4:45,Fr,"Saint John""s (Minn.)","May 1, 2024",St. Thomas Joe Sweeney Invitational,
9580,Cristo Salado,Cristo,Salado,4:44.72,4:45,Fr,Sequoias (Calif.),"March 22, 2024",West Coast Relays,
9581,Tyler Denes,Tyler,Denes,4:44.73,4:45,Jr,CUI,"February 15, 2024",Golden Eagle Invitational,
9582,Guillermo Usechi,Guillermo,Usechi,4:44.75,4:45,Sr,WVU Tech,"April 5, 2024",2024 UC Golden Eagle Invitational,
9583,Nick Langes,Nick,Langes,4:44.76,4:45,Fr,Truett-McConnell (Ga.),"March 22, 2024",Don McGarey Invitational,
9584,Riley Finnegan,Riley,Finnegan,4:44.77,4:45,So,Chapman,"April 27, 2024",2024 SCIAC T&F Championships,
9585,Zach Wendland,Zach,Wendland,4:44.79,4:45,Fr,Concordia Wisconsin,"April 20, 2024",Meet of Champions,
9586,Dylan Glasletter,Dylan,Glasletter,4:44.80,4:45,-,Jefferson (Mo.),"April 5, 2024",SLU Billiken,
9587,Wyn Smoole,Wyn,Smoole,4:44.81,4:45,Fr,Chapman,"April 27, 2024",2024 SCIAC T&F Championships,
9588,Angel Patino,Angel,Patino,4:44.82,4:45,Fr,Penn State Harrisburg,"April 21, 2024",Mason-Dixon Classic,
9589,Patrick Brewer,Patrick,Brewer,4:44.82,4:45,Sr,Cornell,"May 4, 2024",Ivy League Heptagonal Championships,
9590,Myles Thornton-Sherman,Myles,Thornton-Sherman,4:44.83,4:45,Jr,Colby,"May 4, 2024",NE Division 3,
9591,Garrett Goulding,Garrett,Goulding,4:44.84,4:45,Sr,Rochester (Mich.),"April 27, 2024",CUAA Alumni Legacy Meet,
9592,Joel Weber,Joel,Weber,4:44.86,4:45,So,Pitt Johnstown,"March 29, 2024",Carnegie Mellon Invitational,
9593,Seth Mullen,Seth,Mullen,4:44.87,4:45,Fr,Spartanburg Methodist (S.C.),"March 24, 2024",Montreat Open,
9594,Bramhan Matschek,Bramhan,Matschek,4:44.89,4:45,Fr,Oklahoma Panhandle State,"May 3, 2024",WSU Spring Open,
9595,Isaiah McCray,Isaiah,McCray,4:44.94,4:45,Jr,Albany State (Ga.),"March 15, 2024",Emory Spring Break Classic,
9596,Owen Vaughan-fier,Owen,Vaughan-fier,4:44.96,4:45,Fr,Cornell College,"April 13, 2024",Mount Mercy Distance Carnival,
9597,Chase Matuszak,Chase,Matuszak,4:44.96,4:45,So,UW-River Falls,"April 13, 2024",SMU Cardinal Invitational,
9598,Nick Anderson,Nick,Anderson,4:44.97,4:45,-,Purdue University Club,"March 22, 2024",Polar Bear Invitational (Indiana Wesleyan),
9599,Brandon Irvin,Brandon,Irvin,4:44.97,4:45,Jr,Campbellsville (Ky.),"March 23, 2024",Pioneer Invitational,
9600,James Higinbotham,James,Higinbotham,4:44.98,4:45,Fr,Gettysburg,"April 5, 2024",41st Millersville Metrics Sponsored by Penn Medicine LGH Sports Med,
9601,Tyrel Ackman,Tyrel,Ackman,4:44.99,4:45,Jr,Dickinson State (N.D.),"May 1, 2024",Marauders-Mystics Tune-up,
9602,Matthew Amato,Matthew,Amato,4:45.02,4:45,So,Staten Island,"April 26, 2024",WCU Tune Up,
9603,Ethan Sturm,Ethan,Sturm,4:45.03,4:45,Sr,Mizzou Running Club,"March 16, 2024",Central Methodist Open,
9604,Cael Scanlon,Cael,Scanlon,4:45.05,4:45,Fr,OSU Running Club,"May 4, 2024",Linfield Open,
9605,Caleb Metzler,Caleb,Metzler,4:45.07,4:45,Fr,Eastern Mennonite,"March 22, 2024",Doc Jopson Track & Field Invitational,
9606,Jacob Brown,Jacob,Brown,4:45.08,4:45,Sr,Denison,"April 13, 2024",Duke Invitational,
9607,Ian Mortensen,Ian,Mortensen,4:45.08,4:45,Sr,Carleton,"May 2, 2024",MIAC Multi Event Championships,
9608,Lucas Hanna,Lucas,Hanna,4:45.10,4:45,Fr,Coffeyville (Kan.) CC,"March 29, 2024",SBU Bearcat Invitational,
9609,Jack Intihar,Jack,Intihar,4:45.10,4:45,Fr,Dartmouth,"May 4, 2024",Ivy League Heptagonal Championships,
9610,James Grayton,James,Grayton,4:45.11,4:45,So,Concord,"March 23, 2024",Dr. Jack M Toms Invitational ,
9611,Justin Burud,Justin,Burud,4:45.11,4:45,Fr,Bismarck State (N.D.),"April 20, 2024",Dewey Donat Classic ,
9612,Luke Ivy,Luke,Ivy,4:45.12,4:45,So,Rice,"April 5, 2024",44 Farms Team Invitational,
9613,Alejandro Diaz,Alejandro,Diaz,4:45.14,4:45,Jr,UC Los Angeles Club,"April 20, 2024",Chris Rinne Twilight,
9614,Joseph White,Joseph,White,4:45.18,4:45,Sr,Rogers State,"April 20, 2024",PSU Tune-Up,
9615,Zachary Klug,Zachary,Klug,4:45.19,4:45,Fr,Missouri Baptist,"April 13, 2024",Greenville Select Meet,
9616,Mason Brewer,Mason,Brewer,4:45.23,4:45,So,Illinois Tech,"May 3, 2024",NACC Outdoor Championships,
9617,William Humiston,William,Humiston,4:45.30,4:45,Fr,Hendrix,"April 26, 2024",SAA Outdoor Championships,
9618,Andrew Rhoades,Andrew,Rhoades,4:45.31,4:45,Fr,Southwest Baptist,"May 2, 2024",GLVC Outdoor Championships,
9619,Richard Solomon,Richard,Solomon,4:45.33,4:45,Sr,Purdue University Club,"March 22, 2024",Polar Bear Invitational (Indiana Wesleyan),
9620,Nick Keller,Nick,Keller,4:45.33,4:45,-,University of Georgia Club,"April 12, 2024",Berry Field Day Invitatinal,
9621,Jaron Rhea,Jaron,Rhea,4:45.34,4:45,Fr,Berea (Ky.),"April 12, 2024",Centre College Track & Field Twilight ,
9622,Thomas Kephart,Thomas,Kephart,4:45.38,4:45,So,Navy,"April 20, 2024",Navy Spring Invitational,
9623,Gannon McNamee,Gannon,McNamee,4:45.39,4:45,So,Culver-Stockton (Mo.),"April 13, 2024",Mount Mercy Distance Carnival,
9624,Jackson Olson,Jackson,Olson,4:45.40,4:45,So,Lees-McRae,"March 16, 2024",Lenoir-Rhyne Opener,
9625,Luke Bullock,Luke,Bullock,4:45.43,4:45,Fr,Lasell,"April 28, 2024",GNAC Track & Field Championship,
9626,Ryan Healy,Ryan,Healy,4:45.47,4:45,-,Delaware University Club,"March 2, 2024",Lloyd Sigler Spring Meet,
9627,Dalton Koehler,Dalton,Koehler,4:45.49,4:45,Fr,Westminster (Pa.),"March 16, 2024",Bethany Invitational,
9628,Dylan Ribelin,Dylan,Ribelin,4:45.51,4:46,Fr,Slippery Rock,"April 6, 2024",Dave Labor Slippery Rock Invitational,
9629,Paul Heddings,Paul,Heddings,4:45.51,4:46,So,MidAmerica Nazarene (Kan.),"April 6, 2024",Harding Bison Open,
9630,Will Hanak,Will,Hanak,4:45.52,4:46,Sr,Cedarville,"April 13, 2024",Ohio Cherry Blossom Invitational,
9631,Hunter Valentino,Hunter,Valentino,4:45.52,4:46,Fr,Susquehanna,"April 19, 2024",The Coach Pollard Invitational,
9632,Shamar Cowan,Shamar,Cowan,4:45.53,4:46,Fr,Mount Olive,"March 22, 2024",The Adidas Trojan Challenge ,
9633,Zachary Ryan,Zachary,Ryan,4:45.55,4:46,So,Bloomsburg,"March 27, 2024",Bloomsburg,
9634,Luke Bontke,Luke,Bontke,4:45.55,4:46,So,UT Arlington,"April 5, 2024",44 Farms Team Invitational,
9635,Logan Folmer,Logan,Folmer,4:45.57,4:46,Jr,Frostburg State,"March 22, 2024",Stan Romanoski Open,
9636,Luke Butler,Luke,Butler,4:45.61,4:46,Fr,Shawnee State (Ohio),"March 30, 2024",Yellow Jacket Collegiate Outdoor Open,
9637,Javon Burrell,Javon,Burrell,4:45.61,4:46,So,Philander Smith (Ark.),"April 20, 2024",GCAC Track & Field Championship,
9638,Colton Chovanec,Colton,Chovanec,4:45.61,4:46,Sr,Alma,"April 27, 2024",CUAA Alumni Legacy Meet,
9639,Cole Wilson,Cole,Wilson,4:45.62,4:46,Jr,High Point,"May 7, 2024",Big South,
9640,jori Ray,jori,Ray,4:45.63,4:46,So,Tusculum,"March 24, 2024",Blue Bear Invite,
9641,Riley Webb,Riley,Webb,4:45.65,4:46,Jr,Lubbock Christian,"March 16, 2024",WT Spring Break Open,
9642,Ethan Sefkar,Ethan,Sefkar,4:45.65,4:46,So,University of Wisconsin Club,"April 6, 2024",Viking Olympics,
9643,Nathan Brischetto,Nathan,Brischetto,4:45.66,4:46,Sr,North Central (Ill.),"April 13, 2024",Wheaton College Invitational,
9644,Isaac Bodley,Isaac,Bodley,4:45.67,4:46,So,Bushnell (Ore.),"May 4, 2024",Linfield Open,
9645,Caleb Krodel,Caleb,Krodel,4:45.72,4:46,Jr,Rose-Hulman,"March 16, 2024",Rose Hulman Early Bird,
9646,Matthew Perry,Matthew,Perry,4:45.72,4:46,Jr,Baldwin Wallace,"March 30, 2024",Bob Kahn Invitational ,
9647,Kale Hobart,Kale,Hobart,4:45.73,4:46,Fr,Central (Iowa),"April 18, 2024",Jim Dutcher Classic,
9648,Nate Hall,Nate,Hall,4:45.74,4:46,Fr,Dakota State (S.D.),"April 23, 2024",DSU Invitational,
9649,Graham Harper,Graham,Harper,4:45.75,4:46,Sr,Wooster,"April 5, 2024",Wooster Invitational,
9650,Justin Abrams,Justin,Abrams,4:45.75,4:46,Jr,Cincinnati,"May 10, 2024",2024 Big 12 Outdoors,
9651,Ivan Chang,Ivan,Chang,4:45.76,4:46,Fr,Orange Coast,"March 7, 2024",2024 OEC Multi-Event Championships,
9652,Drew Wilhite,Drew,Wilhite,4:45.76,4:46,Fr,Pittsburg State,"April 11, 2024",2024 Bryan Clay Invitational,
9653,Nick Houck,Nick,Houck,4:45.77,4:46,Jr,Indiana Wesleyan,"April 12, 2024",We Fly Challenge,
9654,Jackson Baker,Jackson,Baker,4:45.77,4:46,Sr,Vermont,"May 5, 2024",America East Outdoor Track & Field Championships,
9655,Wade Rhonemus,Wade,Rhonemus,4:45.79,4:46,Sr,Concordia Moorhead,"May 2, 2024",MIAC Multi Event Championships,
9656,Noah Sisemore,Noah,Sisemore,4:45.80,4:46,Jr,Rockhurst,"April 20, 2024",PSU Tune-Up,
9657,Nolan Manahan,Nolan,Manahan,4:45.82,4:46,Fr,Nazareth,"April 7, 2024",UR Alumni Invitational,
9658,Heath Whigham,Heath,Whigham,4:45.86,4:46,Fr,South Alabama,"April 13, 2024",Troy Doc Anderson Invitational & Multi 2024,
9659,Paul Baldauff,Paul,Baldauff,4:45.89,4:46,Sr,Geneva,"March 16, 2024",Bethany Invitational,
9660,Gerardo Herrara-Sanchez,Gerardo,Herrara-Sanchez,4:45.92,4:46,Fr,Kalamazoo,"April 25, 2024",GVSU Extra Weekend Meet,
